"id","method","path","summary","request_schema","success_response_schema","error_response_schemas","status","issue","frontend_target","destructive","confirmation","backend_prerequisite","canonical_status","last_verified"
"116","POST","/admin/scout-profiles/{scoutUserId}/revoke","Scout 프로필 회수","ScoutProfileReviewRequest","200:ScoutProfileResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/adminScoutApi.ts::reviewAdminScoutProfile -> src/hooks/useAdminScouts.ts","yes","경고 dialog + 명시적 확정","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"117","POST","/admin/scout-profiles/{scoutUserId}/suspend","Scout 프로필 정지","ScoutProfileReviewRequest","200:ScoutProfileResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/adminScoutApi.ts::reviewAdminScoutProfile -> src/hooks/useAdminScouts.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"118","GET","/admin/trust-score/anomalies","관리자 Trust Score 이상치 목록 조회","-","200:AdminTrustScoreAnomalyResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::getAdminTrustScoreAnomalies -> src/api/adminPendingWorkApi.ts,src/hooks/useAdminTrustScore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"119","PATCH","/admin/trust-score/anomalies/{anomalyId}/resolve","관리자 Trust Score 이상치 해결 처리","AdminTrustScoreAnomalyResolveRequest","200:AdminTrustScoreAnomalyItem","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::resolveAdminTrustScoreAnomaly -> src/hooks/useAdminTrustScore.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"120","POST","/admin/trust-score/batch/recalculate","관리자 Trust Score 일괄 재계산","-","200:AdminTrustScoreBatchResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::recalculateAdminTrustScores -> src/hooks/useAdminTrustScore.ts","yes","경고 dialog + 명시적 확정","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"121","GET","/admin/trust-score/intervention-rules","관리자 Trust Score 개입 규칙 목록 조회","-","200:AdminTrustScoreInterventionRuleResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::getAdminTrustScoreRules -> src/hooks/useAdminTrustScore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"122","POST","/admin/trust-score/intervention-rules","관리자 Trust Score 개입 규칙 생성","AdminTrustScoreInterventionRuleRequest","200:AdminTrustScoreInterventionRuleItem","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::createAdminTrustScoreRule -> src/hooks/useAdminTrustScore.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"123","PUT","/admin/trust-score/intervention-rules/{ruleId}","관리자 Trust Score 개입 규칙 수정","AdminTrustScoreInterventionRuleRequest","200:AdminTrustScoreInterventionRuleItem","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::updateAdminTrustScoreRule -> src/hooks/useAdminTrustScore.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"124","PATCH","/admin/trust-score/intervention-rules/{ruleId}/disable","관리자 Trust Score 개입 규칙 비활성화","-","200:AdminTrustScoreInterventionRuleToggleResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/adminTrustScoreApi.ts::toggleAdminTrustScoreRule -> src/hooks/useAdminTrustScore.ts","yes","경고 dialog + 명시적 확정","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"125","PATCH","/admin/trust-score/intervention-rules/{ruleId}/enable","관리자 Trust Score 개입 규칙 활성화","-","200:AdminTrustScoreInterventionRuleToggleResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/adminTrustScoreApi.ts::toggleAdminTrustScoreRule -> src/hooks/useAdminTrustScore.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"126","GET","/admin/trust-score/reporters/{reporterUserId}","신고자 신뢰 등급과 점수 근거 조회","-","200:AdminTrustScoreResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::getAdminTrustScore -> src/hooks/useAdminTrustScore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"127","GET","/admin/trust-score/reporters/{reporterUserId}/history","신고자 Trust Score 변경 이력 조회","-","200:AdminTrustScoreChangeHistoryResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::getAdminTrustScoreHistory -> src/hooks/useAdminTrustScore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"128","POST","/admin/trust-score/reporters/{reporterUserId}/interventions/evaluate","관리자 Trust Score 개입 규칙 수동 평가","-","200:AdminTrustScoreInterventionEvaluationResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminTrustScoreApi.ts::evaluateAdminTrustScoreReporter -> src/hooks/useAdminTrustScore.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"129","GET","/admin/users/banned","밴 유저 목록 조회","-","200:AdminBannedUserResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminUserBanApi.ts::getAdminBannedUsers -> src/hooks/useAdminBannedUsers.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"130","GET","/admin/users/banned/{userId}","밴 유저 상세 조회","-","200:AdminBannedUserDetailResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","implemented","#207","src/api/adminUserBanApi.ts::getAdminBannedUser -> src/hooks/useAdminBannedUsers.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"131","GET","/admin/users/role-targets","관리자 역할 부여 대상 사용자 검색","-","200:AdminRoleAssignmentTargetSearchResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/adminTargetSearchApi.ts::searchAdminRoleTargets -> src/pages/userRole/UserRolePage.tsx","no","대상 선택 후 기존 역할 변경 확인 유지","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"132","GET","/admin/users/{userId}/roles","관리자 역할 이력 조회","-","200:AdminRoleAssignmentResponse[]","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/adminUserRoleApi.ts::getAdminUserRoles -> src/hooks/useAdminUserRoles.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"133","POST","/admin/users/{userId}/roles","관리자 역할 부여","AdminRoleAssignmentRequest","200:AdminRoleAssignmentResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","partial","#207","src/api/adminUserRoleApi.ts::assignAdminUserRole -> src/hooks/useAdminUserRoles.ts","no","경고 dialog + 변경 사유","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"134","DELETE","/admin/users/{userId}/roles/{role}","관리자 역할 회수","AdminRoleAssignmentRevokeRequest","200:AdminRoleAssignmentResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/adminUserRoleApi.ts::revokeAdminUserRole -> src/hooks/useAdminUserRoles.ts","yes","경고 dialog + 변경 사유","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"135","GET","/admin/users/{userId}/sanction","사용자 제재 상태 조회","-","200:AdminUserSanctionStatusResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminUserBanApi.ts::getAdminUserSanctionStatus -> src/hooks/useAdminBannedUsers.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"136","GET","/admin/users/{userId}/sanctions","사용자 제재 이력 조회","-","200:AdminUserSanctionHistoryResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","implemented","#207","src/api/adminUserBanApi.ts::getAdminUserSanctionHistories -> src/hooks/useAdminBannedUsers.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"137","GET","/admin/verified-boost-products","관리자 Verified Boost 상품 목록 조회","-","200:VerifiedBoostProductPageResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVerifiedBoostProductApi.ts::getAdminVerifiedBoostProducts -> src/hooks/useAdminVerifiedBoostProducts.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"138","POST","/admin/verified-boost-products","관리자 Verified Boost 상품 생성","VerifiedBoostProductCreateRequest","200:VerifiedBoostProductResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVerifiedBoostProductApi.ts::createAdminVerifiedBoostProduct -> src/hooks/useAdminVerifiedBoostProducts.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"139","GET","/admin/verified-boost-products/{productId}","관리자 Verified Boost 상품 상세 조회","-","200:VerifiedBoostProductResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVerifiedBoostProductApi.ts::getAdminVerifiedBoostProduct -> src/hooks/useAdminVerifiedBoostProducts.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"140","POST","/admin/verified-boost-products/{productId}/activate","Verified Boost 상품 활성화","-","200:VerifiedBoostProductResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVerifiedBoostProductApi.ts::activateAdminVerifiedBoostProduct -> src/hooks/useAdminVerifiedBoostProducts.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"141","POST","/admin/verified-boost-products/{productId}/deactivate","Verified Boost 상품 비활성화","-","200:VerifiedBoostProductResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVerifiedBoostProductApi.ts::deactivateAdminVerifiedBoostProduct -> src/hooks/useAdminVerifiedBoostProducts.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"142","GET","/admin/visitor-verification-reports","방문자 검증 제보 목록 조회","-","200:VisitorVerificationReportPageResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVisitorVerificationApi.ts::getAdminVisitorVerificationReports -> src/api/adminPendingWorkApi.ts,src/hooks/useAdminVisitorVerifications.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"143","GET","/admin/visitor-verification-reports/corrections","방문자 검증 제보 정정 목록 조회","-","200:VisitorVerificationReportCorrectionPageResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVisitorVerificationApi.ts::getAdminVisitorVerificationCorrections -> src/api/adminPendingWorkApi.ts,src/hooks/useAdminVisitorVerifications.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"144","POST","/admin/visitor-verification-reports/corrections/{correctionId}/review","방문자 검증 제보 정정 심사","VisitorVerificationReportCorrectionReviewRequest","200:VisitorVerificationReportCorrectionResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","implemented","#207","src/api/adminVisitorVerificationApi.ts::reviewAdminVisitorVerificationCorrection -> src/hooks/useAdminVisitorVerifications.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"145","POST","/admin/visitor-verification-reports/{reportId}/review","방문자 검증 제보 심사","VisitorVerificationReportReviewRequest","200:VisitorVerificationReportResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/adminVisitorVerificationApi.ts::reviewAdminVisitorVerificationReport -> src/hooks/useAdminVisitorVerifications.ts","no","작업 dialog 또는 form 검증","계약 존재; 실서버 QA 미수행","admin: documented","2026-09-16T10:57:26.133Z"
"146","GET","/merchant-owner/availabilities","내 예약 가능 시간 목록 조회","-","200:AvailabilityResponse[]","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantAvailabilities -> src/hooks/useMerchantReservationOperations.ts,src/hooks/useMerchantReservationProducts.ts,src/hooks/useMerchantReservationSetup.ts,src/hooks/useMerchantStore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"147","POST","/merchant-owner/availabilities","예약 가능 시간 등록","AvailabilityUpsertRequest","201:AvailabilityResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantAvailability -> src/hooks/useMerchantReservationSetup.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"148","PUT","/merchant-owner/availabilities/{availabilityId}","예약 가능 시간 수정","AvailabilityUpsertRequest","200:AvailabilityResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantAvailability -> src/hooks/useMerchantReservationSetup.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"149","POST","/merchant-owner/availabilities/{availabilityId}/activate","예약 가능 시간 활성화","-","200:AvailabilityResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::activateMerchantAvailability -> src/hooks/useMerchantReservationSetup.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"150","POST","/merchant-owner/availabilities/{availabilityId}/deactivate","예약 가능 시간 비활성화","-","200:AvailabilityResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::deactivateMerchantAvailability -> src/hooks/useMerchantReservationSetup.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"151","GET","/merchant-owner/campaigns","내 팝업 캠페인 목록 조회","-","200:PopupCampaignPageResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantCampaigns -> src/hooks/useMerchantCampaigns.ts,src/hooks/useMerchantStore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"152","POST","/merchant-owner/campaigns","팝업 캠페인 초안 등록","PopupCampaignCreateRequest","201:PopupCampaignResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantCampaign -> src/hooks/useMerchantCampaigns.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"153","GET","/merchant-owner/campaigns/brands","내 브랜드 목록 조회","-","200:BrandPageResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantBrands -> src/hooks/useMerchantCampaigns.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"154","POST","/merchant-owner/campaigns/brands","브랜드 등록","BrandCreateRequest","201:BrandResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|409:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantBrand -> src/hooks/useMerchantCampaigns.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"155","PATCH","/merchant-owner/campaigns/brands/{brandId}","내 브랜드 수정","BrandCreateRequest","200:BrandResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantBrand -> src/hooks/useMerchantCampaigns.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"156","PATCH","/merchant-owner/campaigns/{campaignId}","팝업 캠페인 초안 수정","PopupCampaignCreateRequest","200:PopupCampaignResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantCampaign -> src/hooks/useMerchantCampaigns.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"157","POST","/merchant-owner/campaigns/{campaignId}/close","팝업 캠페인 종료","-","200:PopupCampaignResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::closeMerchantCampaign -> src/hooks/useMerchantCampaigns.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"158","POST","/merchant-owner/campaigns/{campaignId}/publish","팝업 캠페인 공개","-","200:PopupCampaignResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::publishMerchantCampaign -> src/hooks/useMerchantCampaigns.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"159","POST","/merchant-owner/invitations/{invitationId}/accept","Merchant 장소 팀원 초대 수락","-","200:MerchantTeamMemberResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse|410:ErrorResponse","missing","#204","호출 근거 없음","review-required","호출 연결 확인; 작업 UI 검증 별도","팀원 관리는 현재 제품 범위 제외; 서버 차단 아님","merchant: documented","2026-09-16T10:57:26.133Z"
"160","GET","/merchant-owner/me","승인된 Merchant Owner 프로필 조회","-","200:MerchantOwnerProfileResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantOwnerProfile -> src/hooks/useMerchantCampaigns.ts,src/hooks/useMerchantOffers.ts,src/hooks/useMerchantOperatingNotices.ts,src/hooks/useMerchantPlaceMenus.ts,src/hooks/useMerchantPlaceOperations.ts,src/hooks/useMerchantPlaceReviews.ts,src/hooks/useMerchantReservationProducts.ts,src/hooks/useMerchantReservationSetup.ts,src/hooks/useMerchantStore.ts,src/hooks/useMerchantVerifiedBoost.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"161","GET","/merchant-owner/offers","내 관광객 전용 Offer 목록 조회","-","200:OfferPageResponse","401:ErrorResponse|403:ErrorResponse","implemented","#160","src/api/merchantStoreApi.ts::getMerchantOffers -> src/hooks/useMerchantOffers.ts,src/hooks/useMerchantStore.ts","no","해당 없음","placeId/status/page/limit 현재 페이지 조회; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"162","POST","/merchant-owner/offers","관광객 전용 Offer 초안 등록","OfferCreateRequest","201:OfferResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantOffer -> src/hooks/useMerchantOffers.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"163","POST","/merchant-owner/offers/coupons/redeem","관광객 Coupon 사용 처리","CouponRedeemRequest","200:CouponResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::redeemMerchantCoupon -> src/hooks/useMerchantOffers.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"164","GET","/merchant-owner/offers/{offerId}","내 관광객 전용 Offer 상세 조회","-","200:OfferResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantOffer -> src/hooks/useMerchantOffers.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"165","POST","/merchant-owner/offers/{offerId}/close","관광객 전용 Offer 종료","-","200:OfferResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::closeMerchantOffer -> src/hooks/useMerchantOffers.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"166","POST","/merchant-owner/offers/{offerId}/publish","관광객 전용 Offer 게시","-","200:OfferResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::publishMerchantOffer -> src/hooks/useMerchantOffers.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"167","GET","/merchant-owner/payments","소유 장소 결제 목록 조회","-","200:PaymentPageResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantPayments -> src/hooks/useMerchantPayments.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"168","GET","/merchant-owner/payments/settlements","정산 원장 조회","-","200:SettlementLedgerPageResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantSettlementLedger -> src/hooks/useMerchantPayments.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"169","POST","/merchant-owner/payments/{paymentId}/refund","결제 전액 환불","-","200:PaymentResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::refundMerchantPayment -> src/hooks/useMerchantPayments.ts","yes","전액 환불 확인 dialog","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"170","GET","/merchant-owner/performance","Merchant 성과 요약 조회","-","200:MerchantPerformanceResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantPerformance -> src/hooks/useMerchantStore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"171","GET","/merchant-owner/place-information-reverification-requests","내 장소 정보 재확인 요청 목록 조회","-","200:PlaceInformationReverificationListResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantPlaceReverificationRequests -> src/hooks/useMerchantPlaceReverification.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"172","POST","/merchant-owner/place-information-reverification-requests/{requestId}/responses","장소 정보 재확인 응답 제출","PlaceInformationReverificationResponseRequest","200:PlaceInformationReverificationResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::respondMerchantPlaceReverificationRequest -> src/hooks/useMerchantPlaceReverification.ts","no","응답 내용 필수·요청 상태 및 기한 확인","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"173","GET","/merchant-owner/places/{placeId}","Merchant Owner 장소 상세 조회","-","200:MerchantOwnerPlaceDetailResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantPlaceDetail -> src/hooks/useMerchantPlaceOperations.ts,src/hooks/useMerchantPlaceReviews.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"174","GET","/merchant-owner/places/{placeId}/information","Merchant 장소 정보 조회","-","200:MerchantPlaceInformationResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantPlaceInformation -> src/hooks/useMerchantStore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
